9/19/2024 10:37:58 AM,Banff Springs Golf Course
9/20/2024 9:21:21 AM,Banff Springs Golf Course
6/16/2025 8:17:15 AM,Bear Dance Golf
9/1/2024 2:55:54 PM,Beaver Creek Golf Club
8/23/2024 7:35:02 AM,Brora Golf Club
4/20/2025 9:10:50 AM,Cabo del Sol
8/21/2024 10:54:58 AM,Castle Stuart Golf Links
4/24/2024 6:00:11 AM,Club Campestre San Jose
3/20/2024 12:10:34 PM,Common Ground Golf Course
1/5/2023 9:56:02 AM,Diamante Cabo San Lucas
11/10/2022 12:17:03 PM,Diamante Cabo San Lucas
11/21/2024 9:49:06 AM,Diamante Cabo San Lucas
2/4/2023 10:34:41 AM,Diamante Cabo San Lucas
3/6/2025 10:48:44 AM,Diamante Cabo San Lucas
4/10/2024 10:10:23 AM,Diamante Cabo San Lucas
4/27/2024 10:28:46 AM,Diamante Cabo San Lucas
4/9/2024 6:34:31 AM,Diamante Cabo San Lucas
5/23/2025 7:53:43 AM,Eisenhower Golf Course
3/10/2025 1:12:00 PM,El Dorado Golf and Beach Club
9/3/2024 12:02:35 PM,Frost Creek
7/2/2024 7:03:16 AM,Green Valley Ranch Golf Club
10/16/2024 10:45:46 AM,Highlands Ranch Golf Club
10/19/2022 9:59:09 AM,Highlands Ranch Golf Club
10/21/2024 12:03:15 PM,Highlands Ranch Golf Club
3/5/2023 11:38:40 AM,Highlands Ranch Golf Club
5/11/2024 8:44:07 AM,Highlands Ranch Golf Club
5/12/2025 12:50:11 PM,Highlands Ranch Golf Club
5/25/2024 8:09:24 AM,Highlands Ranch Golf Club
6/18/2022 8:09:51 AM,Highlands Ranch Golf Club
6/8/2024 8:54:21 AM,Highlands Ranch Golf Club
7/27/2024 10:35:02 AM,Highlands Ranch Golf Club
9/12/2024 8:43:58 AM,Hiwan Golf Club
6/14/2024 6:51:42 AM,Lone Tree Golf Club
8/20/2024 2:54:23 PM,Nairn Golf Club
1/10/2025 12:38:37 PM,Palmilla Golf Course
1/16/2025 11:22:05 AM,Palmilla Golf Course
1/17/2025 11:12:45 AM,Palmilla Golf Course
1/2/2025 3:24:32 PM,Palmilla Golf Course
1/2/2025 9:35:29 AM,Palmilla Golf Course
1/20/2025 1:45:40 PM,Palmilla Golf Course
1/20/2025 10:07:23 AM,Palmilla Golf Course
1/29/2025 11:44:04 AM,Palmilla Golf Course
1/3/2025 2:58:43 PM,Palmilla Golf Course
1/31/2025 10:00:40 AM,Palmilla Golf Course
1/7/2025 2:00:41 PM,Palmilla Golf Course
1/8/2025 3:17:10 PM,Palmilla Golf Course
10/26/2025 8:36:22 AM,Palmilla Golf Course
10/28/2024 7:33:43 AM,Palmilla Golf Course
10/28/2025 7:16:48 AM,Palmilla Golf Course
10/30/2024 7:23:25 AM,Palmilla Golf Course
10/30/2025 9:32:06 AM,Palmilla Golf Course
11/11/2025 7:24:51 AM,Palmilla Golf Course
11/16/2024 3:10:47 PM,Palmilla Golf Course
11/18/2024 10:19:17 AM,Palmilla Golf Course
11/2/2024 9:18:06 AM,Palmilla Golf Course
11/23/2024 10:38:52 AM,Palmilla Golf Course
11/23/2025 7:59:36 AM,Palmilla Golf Course
11/25/2024 10:09:03 AM,Palmilla Golf Course
11/4/2024 12:56:56 PM,Palmilla Golf Course
11/4/2025 8:12:45 AM,Palmilla Golf Course
11/5/2024 9:17:28 AM,Palmilla Golf Course
11/6/2024 10:03:08 AM,Palmilla Golf Course
11/7/2022 10:44:09 AM,Palmilla Golf Course
12/29/2022 12:04:06 PM,Palmilla Golf Course
2/11/2023 12:45:39 PM,Palmilla Golf Course
2/11/2025 9:56:04 AM,Palmilla Golf Course
2/12/2025 9:31:17 AM,Palmilla Golf Course
2/13/2025 9:55:31 AM,Palmilla Golf Course
2/17/2025 2:43:27 PM,Palmilla Golf Course
2/7/2025 10:08:22 AM,Palmilla Golf Course
2/9/2025 9:56:41 AM,Palmilla Golf Course
3/12/2025 12:04:05 PM,Palmilla Golf Course
3/13/2025 11:37:42 AM,Palmilla Golf Course
3/14/2025 12:59:40 PM,Palmilla Golf Course
3/20/2025 11:06:03 AM,Palmilla Golf Course
3/24/2025 9:51:09 AM,Palmilla Golf Course
3/4/2025 11:45:30 AM,Palmilla Golf Course
3/7/2025 10:59:17 AM,Palmilla Golf Course
3/7/2025 12:59:08 PM,Palmilla Golf Course
4/27/2025 11:22:38 AM,Palmilla Golf Course
5/2/2024 10:51:39 AM,Palmilla Golf Course
5/3/2025 7:34:21 AM,Palmilla Golf Course
5/4/2025 8:13:01 AM,Palmilla Golf Course
7/14/2024 12:51:01 PM,Perry Park Country Club
10/3/2024 2:21:00 PM,Plum Creek Golf & Country Club
1/17/2022 1:23:55 PM,Puerto Los Cabos Golf Club
12/31/2022 1:23:49 PM,Puerto Los Cabos Golf Club
2/5/2025 9:33:25 AM,Puerto Los Cabos Golf Club
3/23/2023 10:37:54 AM,Puerto Los Cabos Golf Club
4/5/2023 11:56:43 AM,Puerto Los Cabos Golf Club
10/1/2024 10:57:33 AM,Ravenna Golf Club
10/12/2022 9:28:03 AM,Ravenna Golf Club
10/14/2022 9:49:41 AM,Ravenna Golf Club
10/16/2022 1:49:26 PM,Ravenna Golf Club
10/18/2024 8:48:45 AM,Ravenna Golf Club
10/20/2024 12:03:24 PM,Ravenna Golf Club
10/21/2022 9:43:52 AM,Ravenna Golf Club
10/23/2024 9:01:53 AM,Ravenna Golf Club
10/3/2023 10:35:33 AM,Ravenna Golf Club
10/6/2024 8:45:00 AM,Ravenna Golf Club
10/8/2024 2:33:23 PM,Ravenna Golf Club
12/5/2024 3:56:11 PM,Ravenna Golf Club
3/10/2024 11:00:12 AM,Ravenna Golf Club
3/2/2025 2:51:10 PM,Ravenna Golf Club
3/29/2023 12:29:05 PM,Ravenna Golf Club
3/29/2024 9:41:02 AM,Ravenna Golf Club
3/30/2023 9:04:48 AM,Ravenna Golf Club
4/3/2024 3:30:10 PM,Ravenna Golf Club
4/4/2024 8:42:06 AM,Ravenna Golf Club
5/14/2024 11:46:25 AM,Ravenna Golf Club
5/15/2022 10:56:26 AM,Ravenna Golf Club
5/16/2024 7:50:29 AM,Ravenna Golf Club
5/18/2022 2:53:38 PM,Ravenna Golf Club
5/22/2024 10:35:47 AM,Ravenna Golf Club
5/22/2025 4:59:14 PM,Ravenna Golf Club
5/26/2022 7:55:41 AM,Ravenna Golf Club
5/27/2024 11:09:03 AM,Ravenna Golf Club
5/5/2024 9:39:23 AM,Ravenna Golf Club
5/7/2024 1:51:58 PM,Ravenna Golf Club
5/7/2024 11:49:32 AM,Ravenna Golf Club
5/8/2022 11:07:09 AM,Ravenna Golf Club
6/1/2024 1:45:56 PM,Ravenna Golf Club
6/11/2025 11:05:18 AM,Ravenna Golf Club
6/13/2024 7:05:04 AM,Ravenna Golf Club
6/15/2022 7:58:17 AM,Ravenna Golf Club
6/15/2025 10:48:04 AM,Ravenna Golf Club
6/16/2024 2:22:36 PM,Ravenna Golf Club
6/19/2025 4:36:54 PM,Ravenna Golf Club
6/27/2024 6:30:11 AM,Ravenna Golf Club
6/29/2024 11:57:52 AM,Ravenna Golf Club
6/5/2022 8:54:59 AM,Ravenna Golf Club
6/6/2025 1:16:36 PM,Ravenna Golf Club
6/9/2022 7:30:53 AM,Ravenna Golf Club
7/21/2024 9:56:54 AM,Ravenna Golf Club
7/24/2024 7:13:13 AM,Ravenna Golf Club
7/5/2024 7:59:51 AM,Ravenna Golf Club
8/8/2024 3:42:06 PM,Ravenna Golf Club
9/21/2025 9:13:51 AM,Ravenna Golf Club
9/28/2025 9:03:55 AM,Ravenna Golf Club
5/20/2025 12:55:20 PM,Ravenna Golf Club
6/12/2025 10:17:36 AM,Ravenna Golf Club
8/22/2024 7:37:31 AM,Royal Dornoch Golf Club
2/6/2025 10:37:29 AM,Solmar Golf Links
7/1/2025 2:22:29 PM,St Andrews Links
7/2/2025 7:15:35 AM,St Andrews Links
8/16/2024 7:28:48 AM,TPC Colorado
9/26/2023 9:22:42 AM,Walnut Creek Golf Preserve